,18,19,20,49,50,51,52,53,54,55,56,57,58,62,63,72,epoch
0.0,0.333333333333,0.38,0.3,0.34,0.54,0.45,0.4,0.393333333333,0.38,0.41,0.37,0.433333333333,0.353333333333,0.466666666667,0.43,0.42,1
1.0,0.666666666667,0.62,0.7,0.66,0.46,0.55,0.6,0.606666666667,0.62,0.59,0.63,0.566666666667,0.646666666667,0.533333333333,0.57,0.58,1
0.0,0.386666666667,0.326666666667,0.26,0.32,0.22,0.32,0.26,0.326666666667,0.38,0.41,0.3,0.393333333333,0.406666666667,0.326666666667,0.415,0.42,2
1.0,0.613333333333,0.673333333333,0.74,0.68,0.78,0.68,0.74,0.673333333333,0.62,0.59,0.7,0.606666666667,0.593333333333,0.673333333333,0.585,0.58,2
0.0,0.473333333333,0.493333333333,0.45,0.43,0.44,0.38,0.45,0.433333333333,0.38,0.45,0.42,0.46,0.433333333333,0.473333333333,0.54,0.32,3
1.0,0.526666666667,0.506666666667,0.55,0.57,0.56,0.62,0.55,0.566666666667,0.62,0.55,0.58,0.54,0.566666666667,0.526666666667,0.46,0.68,3
0.0,0.466666666667,0.46,0.43,0.46,0.48,0.38,0.46,0.433333333333,0.38,0.43,0.45,0.446666666667,0.446666666667,0.433333333333,0.5,0.38,4
1.0,0.533333333333,0.54,0.57,0.54,0.52,0.62,0.54,0.566666666667,0.62,0.57,0.55,0.553333333333,0.553333333333,0.566666666667,0.5,0.62,4
0.0,0.353333333333,0.373333333333,0.27,0.42,0.36,0.35,0.42,0.406666666667,0.37,0.48,0.35,0.406666666667,0.406666666667,0.4,0.475,0.36,5
1.0,0.646666666667,0.626666666667,0.73,0.58,0.64,0.65,0.58,0.593333333333,0.63,0.52,0.65,0.593333333333,0.593333333333,0.6,0.525,0.64,5
0.0,0.4,0.386666666667,0.35,0.46,0.38,0.39,0.44,0.406666666667,0.38,0.41,0.39,0.406666666667,0.406666666667,0.433333333333,0.435,0.38,6
1.0,0.6,0.613333333333,0.65,0.54,0.62,0.61,0.56,0.593333333333,0.62,0.59,0.61,0.593333333333,0.593333333333,0.566666666667,0.565,0.62,6
0.0,0.56,0.546666666667,0.55,0.54,0.56,0.51,0.55,0.493333333333,0.48,0.51,0.54,0.52,0.533333333333,0.506666666667,0.57,0.4,7
1.0,0.44,0.453333333333,0.45,0.46,0.44,0.49,0.45,0.506666666667,0.52,0.49,0.46,0.48,0.466666666667,0.493333333333,0.43,0.6,7
0.0,0.613333333333,0.56,0.5,0.54,0.64,0.46,0.57,0.54,0.46,0.55,0.5,0.533333333333,0.56,0.586666666667,0.595,0.39,8
1.0,0.386666666667,0.44,0.5,0.46,0.36,0.54,0.43,0.46,0.54,0.45,0.5,0.466666666667,0.44,0.413333333333,0.405,0.61,8
0.0,0.54,0.513333333333,0.49,0.44,0.56,0.42,0.49,0.446666666667,0.41,0.5,0.37,0.42,0.453333333333,0.5,0.485,0.31,9
1.0,0.46,0.486666666667,0.51,0.56,0.44,0.58,0.51,0.553333333333,0.59,0.5,0.63,0.58,0.546666666667,0.5,0.515,0.69,9
0.0,0.553333333333,0.593333333333,0.47,0.49,0.6,0.46,0.56,0.506666666667,0.47,0.54,0.43,0.486666666667,0.513333333333,0.526666666667,0.505,0.34,10
1.0,0.446666666667,0.406666666667,0.53,0.51,0.4,0.54,0.44,0.493333333333,0.53,0.46,0.57,0.513333333333,0.486666666667,0.473333333333,0.495,0.66,10
